Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,295732713.40723,324190581.848604,351789524.45109,363935868.294656,411413973.831622,441439017.406064,493426979.869531,503767654.114568,500643607.231384,510428345.055664,530994758.48376,536112080.235738,526386189.318829,491001905.565838,564675982.100875,654373159.982828,747955090.358496,899618364.828496,1069558736.51759,1024398201.30268,1138535614.43199,300739049.105958,237838660.920473,143340952.545347,136329298.079292,96619851.6838692,67831396.6591181,81718883.2765293,102108033.727722,103560137.484026,50378221.707638,..,..,..,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Syrian Arab Republic,SYR,120.231,120.629,120.154,119.283,119.716,120.981,122.565,123.041,122.781,120.695,119.443,119.133,116.163,114.104,114.507,115.093,116.293,116.545,115.208,112.73,110.244,106.395,102.474,100.833,98.159,96.982,96.254,93.993,90.69,86.383,83.461,80.436,77.933,78.214,77.822,75.911,72.813,69.767,66.556,63.112,60.703,58.233,56.396,54.837,53.747,52.812,52.837,53.54,52.767,51.31,50.07,48.592,47.453,46.12,44.246,42.692,41.619,41.428,41.227,41.151,41.213,40.73,39.72,38.91,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,60.5561904907227,..,42.3036193847656,..,43.5382995605469,39.507209777832,36.9669189453125,37.4241714477539,36.251838684082,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.4651908874512,39.2160606384277,40.1242408752441,37.695140838623,36.1215705871582,24.1595306396484,21.0251407623291,16.8876304626465,19.0345497131348,16.369010925293,15.2132501602173,13.0850896835327,12.246729850769,11.4955797195435,10.7404804229736,44.5785903930664,..,..,..,..,..,..,49.7295989990234,51.0029487609863,51.9726486206055,51.7523193359375,51.3087310791016
"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,76.5390014648438,..,63.7034683227539,..,60.9553413391113,57.5569915771484,55.7943801879883,54.6702499389648,53.4012603759766,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.4360618591309,43.3123397827148,44.0552597045898,42.2783088684082,40.4885787963867,27.2656898498535,24.1579093933106,19.7476902008057,21.5055198669434,18.1584205627441,16.8162593841553,13.9937496185303,13.1999998092651,13.0447797775269,12.1951303482056,45.6562385559082,..,..,..,..,..,..,48.1360893249512,49.4701881408691,49.8060302734375,49.5995101928711,48.4607315063477
"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,45.4393882751465,..,22.036039352417,..,26.9980602264404,22.3466300964356,19.0514907836914,20.9921493530273,19.8903999328613,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.6689605712891,35.2978401184082,36.3625907897949,33.308910369873,31.9426803588867,21.188440322876,18.0289707183838,14.1524696350098,16.671630859375,14.6565599441528,13.6783504486084,12.2160396575928,11.3352499008179,10.0143899917603,9.34990978240967,43.5492095947266,..,..,..,..,..,..,51.2513694763184,52.4646682739258,54.0361213684082,53.8024101257324,54.0210800170898
Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Age dependency ratio (% of working-age population),SP.POP.DPND,Syrian Arab Republic,SYR,101.254855351437,102.284862617132,103.049255823704,103.339597424388,103.858625275034,104.736584573903,105.451204932252,106.018304047,106.456471855754,106.774659852271,106.98235919814,107.000586043628,106.889900468304,106.848663704315,106.880540563512,106.996665305753,107.116602907462,107.131354621739,107.047891676204,106.886488058999,106.689606891943,106.345162507983,105.673311015289,104.850405634416,104.027791893342,103.16982240352,102.332995218084,101.468203489038,100.491518268195,99.3607522995369,98.0612239756694,96.6152505330466,94.989742535679,93.2850548694904,91.6468189257483,90.1140387683428,88.6549540111197,87.19485076237,85.6569102706671,84.0374637537264,82.3779981231534,80.6814451431658,78.9725217648601,77.2933484925607,75.5789443245206,73.8691559143367,70.868267735144,66.9388746305668,65.6405173888153,65.8946920115445,65.4955827080745,65.4332716281491,66.9195396903742,71.6990633976703,77.7771171894011,80.9126541140768,80.1246656652147,77.6378005722762,73.6166493104807,68.3491350011588,64.3008702952672,61.2276125344165,57.7320812518306,53.8991071034884,51.2977156907185
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Syrian Arab Republic,SYR,10.145294507747,9.831605221847,9.52566949663287,9.20837300613106,8.91093935528501,8.63719935617556,8.36438212058699,8.0942499731367,7.82955814889058,7.57103062761036,7.31820300692611,7.06351985081613,6.82364501382242,6.62002725238693,6.46888501692802,6.41012081073898,6.38113988687345,6.30636235348092,6.19353808079179,6.07550934569729,5.99307039986414,5.92882618738521,5.84395144976689,5.77112316453167,5.73743804869628,5.7287589585055,5.73765517687792,5.75422128183043,5.77607560992253,5.805626925011,5.84493696596471,5.88823962158953,5.92516239103584,5.95530748799086,5.98151428754096,6.00673374747901,6.03154025691466,6.0526392793282,6.06622263509533,6.06598945338198,6.05112559821606,6.03209328831169,6.02019826557325,6.01652649138414,6.00021218606803,5.96578840094843,5.83572300942215,5.62737474203726,5.58295658932129,5.64873846031211,5.67977388435563,5.74798252971972,5.94886605740889,6.44567772261194,7.0923340326509,7.54378265689138,7.73172623028773,7.81019214135279,7.75478764249018,7.56676923565563,7.47173987399147,7.44624563253219,7.36067077540289,7.21299689757402,7.17410058142843
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Syrian Arab Republic,SYR,91.10956084369,92.4532573952852,93.5235863270707,94.1312244182572,94.9476859197494,96.0993852177277,97.0868228116649,97.9240540738638,98.6269137068634,99.2036292246611,99.6641561912139,99.9370661928121,100.066255454482,100.228636451928,100.411655546584,100.586544495014,100.735463020589,100.824992268258,100.854353595412,100.810978713302,100.696536492079,100.416336320598,99.8293595655222,99.079282469884,98.2903538446454,97.4410634450145,96.5953400412064,95.7139822072071,94.7154426582724,93.5551253745259,92.2162870097047,90.7270109114571,89.0645801446431,87.3297473814995,85.6653046382073,84.1073050208638,82.6234137542051,81.1422114830418,79.5906876355718,77.9714743003444,76.3268725249374,74.6493518548541,72.9523234992869,71.2768220011766,69.5787321384526,67.9033675133883,65.0325447257218,61.3114998885296,60.057560799494,60.2459535512324,59.8158088237189,59.6852890984294,60.9706736329653,65.2533856750584,70.6847831567502,73.3688714571854,72.3929394349269,69.8276084309234,65.8618616679905,60.7823657655032,56.8291304212757,53.7813669018843,50.3714104764277,46.6861102059144,44.1236151092901
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.85303699413596,10.3487953973391,10.3124096037026,10.1030482092671,10.0453335252213,9.75679953950209,8.90135174000575,9.64193270060397,10.0538986704995,10.2578837727175,9.41024351698872,..,..,7.21442878571235,6.81535838533693,6.995759640538,7.28284577165641,7.27932602410802,7.93653202674,7.21740408643246,7.21740408643246,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Syrian Arab Republic,SYR,..,81.2982914354119,81.4560888018283,81.8424202851235,80.8248993361628,77.8049842202634,74.1647622156927,74.1647622156927,73.0275329197954,73.1581238437262,73.2343018826858,73.2288605941887,77.0540864076613,78.7789748612471,78.9911851126347,76.7602568288171,77.3370334095114,76.3956904995103,76.2270105560997,75.960387419741,76.5153988464468,76.803787136794,76.7929045597998,76.1290673631516,76.0311241702035,75.9114158232669,75.7427358798564,75.6719991293938,74.7252149308956,73.4138644030907,73.430188268582,73.522690173033,74.0722603112417,74.2300576776581,75.0136032212428,75.0299270867341,75.0353683752313,75.1115464141909,74.8394819893351,74.9102187397976,74.6055065839591,74.6708020459245,74.8666884318207,75.2383027398006,75.7476711881026,75.3282126709157,75.5704405598214,75.6752341537791,75.6806795905032,75.7351339577434,75.7392582911289,75.7773784240048,75.8100528236127,75.8100528236127,75.7991613570767,75.7882698905408,75.7835103196645,75.804775908076,75.7920165550291,75.7574143658444,75.7685345531776,74.9930675815499,74.0946468441976,74.0946468441976,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Syrian Arab Republic,SYR,..,149410,149700,150410,148540,142990,136300,136300,134210,134450,134590,134580,141610,144780,145170,141070,142130,140400,140090,139600,140620,141150,141130,139910,139730,139510,139200,139070,137330,134920,134950,135120,136130,136420,137860,137890,137900,138040,137540,137670,137110,137230,137590,138130,139050,138280,138770,138970,138980,139080,139080,139150,139210,139210,139190,139170,139161.26,139200.31,139176.88,139113.34,139133.76,137709.77,136060,136060,..
Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.8985135569379,15.0048560033017,18.0128060917792,22.7119790312376,18.7023191567994,13.4988888618294,9.08706109397777,7.48563215570343,6.7282979376686,9.9103415259193,16.3051605294159,9.77859924118752,9.9906723510532,8.78477598369383,..,..,..,..,..,..,..,..,..,..,..,..,4.62821118926814,4.2925180539819,3.43715751729352,3.02031796952372,3.62468475151659,3.40896817728036,2.14629879923915,1.22173820771639,1.11809381206787,1.34525067262344,1.68177414196491,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.57148914050233,3.10374230685374,2.56053809048825,3.31054382335926,3.45907091851267,2.87094400969163,3.34330349780298,2.34564687975135,2.75946109442477,2.77739386752576,2.66971402224107,2.70698764786284,4.45225176421064,1.22649339550043,..,..,..,..,..,..,..,..,..,..,..,..,3.25680237257143,2.31096535506568,3.72914535104524,4.19974373854488,3.93171601269562,3.98445587551507,2.52845770787256,2.2382714197335,2.66047946140364,2.83971002729663,2.34149052186356,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,22.4117647058824,21.8395107949582,26.5279583875163,18.9128891593145,21.6598295992427,19.0124775452736,20.6875631951466,19.8719135231185,22.0259964802865,18.4097090367938,20.8738053442559,19.158672484303,19.9104494970053,21.0380537855944,19.3318467786892,20.6332231901472,23.4597180110674,25.3398271109998,30.551419802523,23.6490626735346,28.2851584627769,30.675880396965,31.712455937357,29.0084711967227,27.8410831039654,28.2015850081002,27.7173134237621,25.7738720359886,29.386395494178,24.3458610266002,24.7339499437887,25.2979441647297,25.0050417158951,24.6554759380094,22.4332637930177,20.2931020061894,21.4567969026949,19.4588086724418,18.7564030293375,22.795011712993,19.4389732007252,20.646904744337,23.432298282026,25.1049303726417,26.8601256184121,33.1304622129369,34.1668728227147,40.6356075288157,39.0098811896256,40.7410447915959,33.8826886677658,40.1284575405316,43.0599878108777,..,..
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.11042730917234,7.90091609617356,-2.65509103169251,-3.07307204874093,7.77155154911276,10.6804968934739,-13.5292555726521,-6.75319767098534,12.4390460147176,-9.7517291098745,17.2169036118011,-25.7368705010435,-8.71333629667866,-45.7224997321939,7.75078998781254,-1.95701023267473,4.33091357348307,-14.7114425248123,5.93643854734272,3.00191797276091,-10.6232307938269,-6.10604290960363,..,..
"Agriculture, forestry, and fishing, value added (constant 2015 US$)",NV.AGR.TOTL.KD,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10928043425.9004,11814354444.2729,12747796676.2194,12409331069.9307,12027983385.3849,12962744314.4988,14347229818.3179,12406156428.6019,11568344161.6067,13007335815.0099,11738895661.9184,13759970013.1208,10218584349.8615,9328204730.6983,5063116347.68627,5455547862.63403,5348782232.71382,5580433368.44647,4759471120.81202,5042014199.07755,5193371329.50882,4641667507.19466,4358245297.48422,..,..
"Agriculture, forestry, and fishing, value added (constant LCU)",NV.AGR.TOTL.KN,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,223749000000,241896000000,261008000000,254078000000,246270000000,265409000000,293756000000,254013000000,236859000000,266322000000,240351000000,281732000000,209223000000,190992696400,103666061300,111701000000,109515000000,114258000000,97449000000,103234000000,106333000000,95037000000,89234000000,..,..
"Agriculture, forestry, and fishing, value added (current LCU)",NV.AGR.TOTL.CN,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,1524000000,1750000000,2448000000,1865000000,3432000000,3916000000,5115000000,5368000000,7134000000,7175000000,10702000000,12602000000,13696000000,15419000000,14565000000,17172000000,23444000000,32362000000,56840000000,49401000000,75897000000,95575000000,117853000000,120024000000,140904000000,161024000000,191487000000,192162000000,232283000000,199415000000,223749000000,246404000000,254181000000,264840000000,284205000000,305703000000,370431000000,393231000000,459168000000,574595000000,551001000000,671586000000,708790000000,737472571000,970191726200,1584849000000,2093761000000,3392317000000,3737431000000,4734461000000,6318046000000,16635604000000,38147043000000,..,..
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,479697828.139754,565610859.728507,811671087.533157,612680683.311432,1117551286.22599,1297978123.9642,1579191108.36678,1529344729.34473,2042955326.46048,1828025477.70701,2726624203.82166,2973081369.28775,3245190029.3811,3700441585.86925,3383668254.15263,3384578997.16178,3118548472.91689,2877645385.02579,3231436395.64993,2330235739.13982,3481513921.17036,3982291666.66667,4203031233.84339,3972989207.97713,2818080000,3214051896.20758,3822095808.38323,3738560311.28405,4466980769.23077,3864631782.94574,4683881096.92275,5119551215.45813,5168381455.87637,5381832960.78033,5627821782.17822,5856379310.34483,7242052785.92375,7874068882.65919,9857974092.80405,12334776474.6675,11933747161.4356,13944801396.9511,10120484150.3457,5362728102.85227,5775480720.30229,5455547862.63403,4304293054.36012,6651985297.74098,8386259555.07104,9200568503.23433,4082102313.85314,5759720046.4017,10171986461.0194,..,..
"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",NV.AGR.EMPL.KD,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7463.32051170001,8746.10645685275,9318.37471875526,9966.48549195267,10396.9348332133,12098.252554992,14205.640712736,12105.8896435238,14952.2512454985,15777.6828021527,14198.6561628398,17931.2994625362,14998.6361037985,13950.1837751292,8032.17971130206,9001.15132275476,8691.61735701717,8873.77317372738,7414.94686907821,7458.24665451384,7439.48591168676,6350.88987560213,5616.07058137447,..,..
"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,1,1.6000000238,2.2999999523,1.8999999762,5.0999999046,7.4000000954,8.8000001907,9.3999996185,13.1000003815,12.6999998093,16.2000007629,17,12.8999996185,9.3000001907,11.3000001907,15.6999998093,12.5,13.5,9.3999996185,10,17.7000007629,15.3999996185,12.5,9.5,12.6000003815,16,16.2000007629,15.6000003815,13.3000001907,18,20.813,20.813,13.178,16.054,19.748,22.118,16.385,17.532,14.29,11.433,4.6709182,6.46072795302386,4.66339165780686,1.517388,1.517388,0.0280427875669882,0.028381977,0.025670514,0.0256386216924769,0.024356690607853,1.782252,3.137035,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,139000,145300,235700,184700,284300,370700,448200,410600,494700,433200,465000,515500,466400,486600,464400,475800,458600,390600,341600,456200,613300,661200,551900,485000,472100,563100,598500,694200,685400,668400,750129,760923,926850,907850,1169646,1239825,1252102,1371450,1358473,1342518,1158366,1433766.69473226,907927.74176397,475932,475932,17902,18117,17564,17896.9211653632,18456.6450466215,299469,672219,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,4200,4300,5400,4500,7600,6800,8300,8800,8600,7900,7600,8900,8400,8200,6800,5500,7000,7300,6500,9600,11200,12900,9700,8400,8800,8900,9000,10700,9100,11200,13959,13580,12975,13953,16325,16815,17082,18909,18960,19229,12699,15455.407623056,9670.3235106534,5424,5424,168,170,165,167.753530166881,173,2659,5705,..,..,..
Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.24,2.02,2.08,2.04,1.92,1.78,1.72,1.61,1.5,1.52,1.8,1.85,1.28,1.43,2.08,1.79,1.57,1.32,1.07,0.75,1.03,1.25,1.59,2.13,1.61,0.33,0.78,0.57,0.6,0.58,0.62,0.66,0.72,..,..
"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.52067669,89.59773961,89.238067,89.08622171,88.99979206,88.89186834,88.44740781,87.51326964,87.95165231,88.08606883,87.89167815,87.70933354,87.52774397,87.52774397,87.52774397,87.52774397,87.52774397,87.52774397,87.52774397,87.52774397,87.52774397,87.52774397,87.52774397,87.52774397,87.52774397,87.52774397,87.52774397,87.52774397,87.52774397,87.52774397,..,..
"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.012218045,7.859320396,8.108508746,8.106559725,8.102862688,8.098143058,8.497754797,8.565552017,8.570142729,8.435723455,8.543526451,8.672282774,8.800505955,8.800505955,8.800505955,8.800505955,8.800505955,8.800505955,8.800505955,8.800505955,8.800505955,8.800505955,8.800505955,8.800505955,8.800505955,8.800505955,8.800505955,8.800505955,8.800505955,8.800505955,..,..
"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.467105263,2.542939996,2.653424251,2.807218562,2.897345255,3.009988604,3.054837393,3.921178344,3.478204963,3.478207714,3.564795399,3.618383685,3.671750078,3.671750078,3.671750078,3.671750078,3.671750078,3.671750078,3.671750078,3.671750078,3.671750078,3.671750078,3.671750078,3.671750078,3.671750078,3.671750078,3.671750078,3.671750078,3.671750078,3.671750078,..,..
